Year  ✓  Movie                                                                                               Source              
1943     Hit Parade Of 1943                                                                                  Oscar               
1943     Saludos Amigos                                                                                      Oscar               
1943     The Sky's The Limit                                                                                 Oscar               
1943     Something To Shout About                                                                            Oscar               
1943     Stage Door Canteen                                                                                  Oscar               
1943     Star Spangled Rhythm                                                                                Oscar               
1943     The Ox-Bow Incident                                                                                 Oscar               
1943     Madame Curie, Pierre Curie                                                                          Oscar               
1943     The Constant Nymph                                                                                  Oscar               
1943     Madame Curie, Marie Curie                                                                           Oscar               
1943  ✓  Sahara                                                                                              Oscar               
1943     The Song Of Bernadette, Abbé, Dominique Peyramale                                                   Oscar               
1943     So Proudly We Hail!, Lt.                                                                            Oscar               
1943  ✓  Air Force                                                                                           Oscar               
1943     So Proudly We Hail!                                                                                 Oscar               
1943     Holy Matrimony                                                                                      Oscar               
1943     Desert Victory                                                                                      Oscar               
1943     December 7th                                                                                        Oscar               
1943     Amphibious Fighters                                                                                 Oscar               
1943     Heavenly Music                                                                                      Oscar               
1943     The Yankee Doodle Mouse                                                                             Oscar               
1943     This Land Is Mine                                                                                   Oscar               
1943  ✓  Crash Dive                                                                                          Oscar               
1944  ✓  Going My Way                                                                                        Oscar               
1944     Since You Went Away                                                                                 Oscar               
1944  ✓  Cover Girl                                                                                          Oscar               
1944  ✓  Gaslight                                                                                            Oscar               
1944     None But The Lonely Heart                                                                           Oscar               
1944     Wilson                                                                                              Oscar               
1944     Address Unknown                                                                                     Oscar               
1944     The Adventures Of Mark Twain                                                                        Oscar               
1944     Casanova Brown                                                                                      Oscar               
1944     Song Of The Open Road                                                                               Oscar               
1944     Kismet                                                                                              Oscar               
1944     Lady In The Dark                                                                                    Oscar               
1944     The Princess And The Pirate                                                                         Oscar               
1944  ✓  Double Indemnity                                                                                    Oscar               
1944     Lifeboat                                                                                            Oscar               
1944     Meet Me In St. Louis                                                                                Oscar               
1944     None but The Lonely Heart                                                                           Oscar               
1944     A Guy Named Joe                                                                                     Oscar               
1944     None Shall Escape                                                                                   Oscar               
1944     The Sullivans                                                                                       Oscar               
1944     The Bridge Of San Luis Rey                                                                          Oscar               
